task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
15	e7/c246b8	2236505	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:39.234	1.5s	600ms	90.8%	11.7 MB	48.2 MB	282 MB	4.9 KB
17	c2/808e1d	2236545	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:39.781	4.3s	4s	183.5%	229.6 MB	655 MB	208.7 KB	64.5 KB
16	b0/7d099f	2236547	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:39.862	4.5s	4.2s	180.4%	226.9 MB	654.9 MB	205.8 KB	48.3 KB
18	2a/3c5aab	2236985	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:40.800	4.6s	4.3s	180.6%	226.4 MB	654.9 MB	206.1 KB	48.8 KB
5	be/7c9fd5	2223561	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:03:22.918	3m 23s	3m 23s	194.8%	2.6 GB	2.9 GB	564.9 MB	181.5 KB
19	9a/edbde5	2239808	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:06:46.479	2.8s	2.1s	160.0%	51.5 MB	4.2 GB	14.3 MB	4.5 KB
20	9e/7e5c34	2240105	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:06:49.299	972ms	577ms	96.5%	11.8 MB	49.4 MB	282 MB	3 KB
21	b5/7075a5	2240272	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:06:50.313	3.7s	3.5s	185.4%	279.6 MB	654.8 MB	202.2 KB	29.7 KB
9	58/40cd6f	2223878	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:03:23.144	3m 35s	3m 35s	195.8%	2.5 GB	2.8 GB	561.4 MB	166.4 KB
22	cd/582450	2240927	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:06:58.113	1.5s	1.2s	259.8%	73.4 MB	4.2 GB	14.3 MB	4.8 KB
23	89/baaf39	2241145	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:06:59.655	976ms	778ms	72.2%	2.9 MB	20.3 MB	280.2 MB	3.3 KB
24	74/df1307	2241234	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:07:00.693	2.6s	2.4s	178.8%	263.4 MB	654.8 MB	202.8 KB	33.6 KB
7	20/e6bfae	2223652	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:03:22.986	3m 43s	3m 43s	194.1%	2.5 GB	2.7 GB	560.3 MB	192.6 KB
25	d0/43d434	2241567	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:07:06.255	1.9s	1.6s	217.5%	54.5 MB	4.2 GB	14.3 MB	5.2 KB
26	76/1c7271	2241747	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:07:08.190	1s	596ms	97.0%	11.8 MB	49.4 MB	279.6 MB	3 KB
27	1a/d9864e	2241859	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:07:09.274	3.5s	3.3s	185.4%	320.1 MB	654.8 MB	202.2 KB	29.2 KB
28	95/5d086b	2242139	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-25 15:07:12.852	377ms	49ms	32.0%	3 MB	20.3 MB	374.7 KB	252.9 KB
29	8e/95c781	2242261	PROCESS_RESULTS	COMPLETED	0	2025-07-25 15:07:13.278	2.8s	2.5s	173.7%	71.5 MB	4.2 GB	48.4 MB	5.6 KB
30	93/412b9f	2242542	BUILD_SUMMARY	COMPLETED	0	2025-07-25 15:07:16.141	2.8s	2.3s	169.4%	48.7 MB	4.2 GB	15.3 MB	358.3 KB
