task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
14	c2/e08f9f	1531975	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:34.821	2.3s	1.7s	175.1%	55 MB	4.2 GB	14.4 MB	6 KB
17	db/ca8273	1532568	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:37.152	1s	597ms	91.9%	11.8 MB	49.4 MB	282 MB	4.9 KB
13	c5/d43778	1531860	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:34.354	4.2s	4s	187.1%	227.6 MB	654.9 MB	205.8 KB	48.3 KB
16	f0/c6b671	1532458	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:36.992	4.3s	4.1s	180.9%	228.4 MB	655 MB	208.7 KB	64.5 KB
18	3d/8a8bd0	1532776	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:38.205	4.3s	4.2s	185.9%	227.4 MB	654.9 MB	206.1 KB	48.8 KB
5	7c/bf4cd8	1520155	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:07:25.782	3m 19s	3m 19s	198.6%	2.6 GB	2.9 GB	564.9 MB	181.5 KB
19	f2/b2809f	1535630	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:10:45.318	2.3s	1.9s	172.8%	51.9 MB	4.2 GB	14.3 MB	4.5 KB
20	3b/962b1b	1535835	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:10:47.722	1.1s	605ms	90.9%	11.4 MB	48.2 MB	282 MB	3 KB
21	97/a82029	1535947	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:10:48.885	3.8s	3.6s	185.0%	246.1 MB	654.8 MB	202.2 KB	29.7 KB
7	06/a0b563	1520238	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:07:25.914	3m 33s	3m 32s	198.3%	2.5 GB	2.7 GB	561.4 MB	166.4 KB
22	91/64a375	1536695	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:10:58.546	1.8s	1.3s	276.5%	70 MB	4.2 GB	14.3 MB	4.8 KB
23	f6/7e0569	1536964	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:00.406	926ms	601ms	89.1%	11.7 MB	49.4 MB	280.2 MB	3.3 KB
9	ec/f17f9c	1520163	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:07:25.827	3m 38s	3m 38s	198.5%	2.4 GB	2.6 GB	560.3 MB	192.6 KB
24	67/5c75ba	1537078	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:01.368	2.6s	2.4s	180.0%	271.9 MB	654.8 MB	202.8 KB	33.6 KB
25	1d/4ebc38	1537301	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:03.824	1.8s	1.1s	316.5%	74.1 MB	4.2 GB	14.3 MB	5.2 KB
26	7c/f62325	1537521	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:05.679	1.1s	600ms	94.4%	12 MB	49.4 MB	279.6 MB	3 KB
27	82/cc361e	1537636	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:06.812	3.5s	3.3s	187.7%	326.9 MB	725.2 MB	202.2 KB	29.2 KB
28	9e/4a78ca	1537915	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-24 13:11:10.343	320ms	41ms	18.6%	2.9 MB	20.3 MB	374.7 KB	252.9 KB
29	df/ce429a	1538009	PROCESS_RESULTS	COMPLETED	0	2025-07-24 13:11:10.703	2.6s	2.4s	186.3%	71.4 MB	4.2 GB	48.4 MB	5.6 KB
30	93/f5ab99	1538260	BUILD_SUMMARY	COMPLETED	0	2025-07-24 13:11:13.351	2.5s	2.1s	183.1%	44.5 MB	4.2 GB	15.3 MB	358.3 KB
