task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
15	db/e89b2b	1558476	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:37.656	1.7s	604ms	91.8%	3 MB	20.3 MB	279.6 MB	4.8 KB
13	b6/27c22b	1558473	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:37.630	1.8s	626ms	89.1%	11.3 MB	48.2 MB	280.2 MB	6.2 KB
16	5c/f29c4b	1558869	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:14:39.405	1.8s	1.6s	517.2%	192.5 MB	1.3 GB	202.2 KB	29.7 KB
17	51/e18128	1559051	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:41.223	1.9s	1.7s	557.0%	194.4 MB	1.3 GB	205.8 KB	48.3 KB
5	36/f0071c	1552374	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:33.428	1m 10s	1m 10s	689.5%	6.4 GB	7.2 GB	560.3 MB	192.6 KB
18	3b/18cfe3	1559285	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:43.154	1.9s	1.7s	525.5%	183.1 MB	1.3 GB	208.7 KB	64.5 KB
19	c0/3e70b0	1559405	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:14:43.705	1.8s	1.4s	152.9%	66.4 MB	4.2 GB	14.3 MB	5.2 KB
20	6b/2ca416	1559793	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:14:45.503	941ms	761ms	72.2%	11.1 MB	48 MB	279.6 MB	3 KB
21	3b/1b845e	1559907	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:14:46.486	1.6s	1.4s	538.2%	220.4 MB	1.3 GB	202.2 KB	29.2 KB
8	1a/9273d0	1555970	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:13.315	37.8s	37.5s	735.0%	4.3 GB	5 GB	564.7 MB	219 KB
22	22/da3cd5	1560217	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:51.128	1.7s	1.6s	189.5%	63.5 MB	4.2 GB	14.4 MB	6 KB
23	9f/63afbf	1560417	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:52.923	918ms	739ms	75.7%	9.9 MB	47.8 MB	282 MB	4.9 KB
24	90/c4a878	1560533	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:14:53.889	1.9s	1.7s	553.1%	189.1 MB	1.3 GB	206.1 KB	48.8 KB
7	b4/23f0ae	1555853	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:14:12.577	58.2s	57.5s	770.3%	5.7 GB	6.2 GB	561.4 MB	166.4 KB
25	f9/a4485d	1560955	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:15:10.771	1.4s	1.1s	327.6%	2.9 MB	20.3 MB	14.3 MB	4.8 KB
26	86/23e8dc	1561132	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:15:12.223	1.1s	594ms	95.7%	12 MB	49.4 MB	280.2 MB	3.3 KB
27	6d/f1e525	1561248	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:15:13.376	1.3s	1.1s	488.9%	330.6 MB	1.3 GB	202.8 KB	33.6 KB
28	36/fedde4	1561430	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-24 13:15:14.711	270ms	26ms	51.2%	0	0	374.7 KB	252.9 KB
29	73/19d963	1561552	PROCESS_RESULTS	COMPLETED	0	2025-07-24 13:15:15.020	2.4s	2.2s	202.4%	71.4 MB	4.2 GB	48.4 MB	5.6 KB
30	0c/5ae623	1561777	BUILD_SUMMARY	COMPLETED	0	2025-07-24 13:15:17.483	3.9s	3.4s	112.4%	60.5 MB	4.2 GB	15.3 MB	358.3 KB
