task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
11	1a/3f0ab9	1576299	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:41.504	2.5s	2.1s	104.7%	51.5 MB	4.2 GB	14.3 MB	4.5 KB
10	c2/6db047	1576294	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:18:41.429	2.6s	2.2s	87.8%	45.9 MB	4.2 GB	14.4 MB	6 KB
14	c0/b1d924	1576401	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:41.616	2.5s	2s	91.1%	59.5 MB	4.2 GB	14.3 MB	4.8 KB
17	70/acca20	1577490	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:44.121	2s	932ms	58.8%	10.8 MB	48 MB	282 MB	3 KB
15	ba/5188db	1577509	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:18:44.192	2.3s	797ms	74.2%	2.9 MB	20.3 MB	279.6 MB	4.8 KB
16	2a/4649a1	1577494	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:44.155	2.4s	987ms	59.8%	2.8 MB	20.3 MB	279.6 MB	3 KB
19	0e/b3c866	1577668	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:44.405	2.2s	1s	55.1%	3 MB	20.3 MB	280.2 MB	3.3 KB
18	ec/0c2ce1	1577522	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:18:44.227	2.4s	994ms	58.7%	10.9 MB	48 MB	282 MB	4.9 KB
20	ff/01892b	1578156	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:46.609	1.8s	1.5s	581.9%	191.6 MB	2.1 GB	202.2 KB	29.7 KB
22	78/48dd67	1578433	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:48.402	1.6s	1.4s	619.9%	208.2 MB	2.1 GB	202.2 KB	29.2 KB
21	61/56c32c	1578685	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:18:50.035	2.2s	1.7s	600.7%	176.2 MB	2.1 GB	205.8 KB	48.3 KB
23	df/f6c24c	1578992	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:18:52.436	1.8s	1.2s	575.4%	330.1 MB	2.1 GB	202.8 KB	33.6 KB
24	56/1a7e58	1579189	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:18:54.325	2.4s	1.9s	536.8%	157.5 MB	2.1 GB	206.1 KB	48.8 KB
8	c9/806dcc	1576190	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:18:40.199	19.9s	19.5s	1328.4%	6.8 GB	8.1 GB	561.2 MB	231.2 KB
25	31/a88793	1579465	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:19:00.185	3s	2.3s	151.3%	71.5 MB	4.2 GB	14.4 MB	6.8 KB
26	83/4d621f	1579692	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:19:03.306	2.5s	650ms	90.6%	11.5 MB	48.2 MB	280.2 MB	6.2 KB
27	34/cbcace	1579809	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:19:06.083	2s	1.6s	593.8%	167.8 MB	2.1 GB	208.7 KB	64.5 KB
28	f1/cea29d	1579981	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-24 13:19:08.311	709ms	88ms	19.4%	4.8 MB	36.2 MB	374.7 KB	252.9 KB
29	39/f5c038	1580103	PROCESS_RESULTS	COMPLETED	0	2025-07-24 13:19:09.145	3.7s	3.1s	144.0%	71.4 MB	4.2 GB	48.4 MB	5.6 KB
30	30/86a90a	1580356	BUILD_SUMMARY	COMPLETED	0	2025-07-24 13:19:12.994	4.1s	3.1s	122.2%	64.2 MB	4.2 GB	15.3 MB	358.3 KB
