task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
21	c8/b205bf	1549713	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:10.735	2.2s	2.1s	339.8%	174 MB	873.7 MB	202.2 KB	29.7 KB
5	4b/d50ad4	1539111	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:21.728	1m 54s	1m 54s	383.6%	4.1 GB	4.4 GB	561.4 MB	166.4 KB
7	02/e92664	1539121	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:21.845	1m 55s	1m 55s	389.5%	3.7 GB	4.3 GB	560.3 MB	192.6 KB
22	5a/2b3f71	1550015	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:16.266	1.7s	1.5s	232.2%	58.2 MB	4.2 GB	14.3 MB	4.8 KB
23	09/88b351	1550137	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:17.217	1.7s	1.3s	269.6%	67.1 MB	4.2 GB	14.3 MB	5.2 KB
24	ee/c61e3d	1550337	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:18.045	1.3s	666ms	82.0%	11.7 MB	48.2 MB	280.2 MB	3.3 KB
25	37/9e5801	1550506	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:18.994	1.1s	579ms	95.8%	11.9 MB	49.4 MB	279.6 MB	3 KB
26	1a/00f605	1550528	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:19.352	1.6s	1.5s	319.7%	218.8 MB	873.7 MB	202.8 KB	33.6 KB
27	b0/6b7d6c	1550736	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:20.114	2.2s	2s	335.1%	174.2 MB	873.7 MB	202.2 KB	29.2 KB
28	3d/54e954	1551196	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-24 13:13:22.373	269ms	35ms	21.6%	3 MB	20.3 MB	374.7 KB	252.9 KB
29	9e/c1bc2e	1551317	PROCESS_RESULTS	COMPLETED	0	2025-07-24 13:13:22.693	2.3s	2.1s	212.7%	71.4 MB	4.2 GB	48.4 MB	5.6 KB
30	af/9d45d3	1551515	BUILD_SUMMARY	COMPLETED	0	2025-07-24 13:13:25.038	2.5s	2.1s	184.3%	49 MB	4.2 GB	15.3 MB	358.3 KB
