task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
13	9e/290acf	1567367	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:16:44.872	2s	1.8s	72.2%	63.3 MB	4.2 GB	14.4 MB	6 KB
14	7c/fb37e2	1567376	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:16:44.905	2s	1.7s	109.2%	65.1 MB	4.2 GB	14.3 MB	4.8 KB
12	4b/764090	1567315	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:16:44.619	2.3s	1.8s	85.8%	64.2 MB	4.2 GB	14.3 MB	5.2 KB
18	61/f35592	1568390	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:16:46.934	1.2s	946ms	61.7%	9.9 MB	48 MB	280.2 MB	3.3 KB
17	cd/d5da0c	1568413	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:16:46.985	1.4s	638ms	91.0%	11.8 MB	49.4 MB	279.6 MB	4.8 KB
16	f5/5b6aa4	1568396	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:16:46.961	1.4s	986ms	54.3%	2.8 MB	20.3 MB	282 MB	4.9 KB
15	d9/92b3e2	1568384	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:16:46.903	1.6s	1s	56.6%	9.9 MB	46.9 MB	280.2 MB	6.2 KB
19	93/944b67	1568441	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:16:47.073	1.5s	780ms	73.2%	11.1 MB	48 MB	279.6 MB	3 KB
20	e9/fce5fa	1568993	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:16:48.593	1.3s	1.2s	598.3%	320.6 MB	2.1 GB	202.8 KB	33.6 KB
21	9b/4d7031	1569162	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:16:49.996	1.9s	1.6s	618.4%	193.3 MB	2.1 GB	205.8 KB	48.3 KB
22	1c/49963a	1569414	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:16:51.915	1.8s	1.6s	622.9%	175.5 MB	2.1 GB	206.1 KB	48.8 KB
23	af/26d335	1569613	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:16:53.784	1.8s	1.6s	584.6%	192.2 MB	2.1 GB	208.7 KB	64.5 KB
24	38/5b31cf	1569809	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:16:55.632	1.6s	1.4s	621.6%	210.4 MB	2.1 GB	202.2 KB	29.2 KB
9	c5/0bdbe4	1566620	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:16:33.821	32.1s	31.9s	1297.3%	10.6 GB	11.9 GB	564.9 MB	181.6 KB
25	b0/0bc8fd	1570138	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:17:06.002	2.2s	1.4s	264.6%	68.1 MB	4.2 GB	14.3 MB	4.5 KB
26	1c/2850f6	1570342	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:17:08.221	964ms	756ms	76.7%	10.8 MB	48 MB	282 MB	3 KB
27	4d/1a5aba	1570455	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:17:09.226	1.6s	1.4s	635.5%	208 MB	2.1 GB	202.2 KB	29.7 KB
28	a1/6e58f0	1570656	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-24 13:17:10.897	333ms	38ms	58.9%	2.8 MB	20.3 MB	374.7 KB	252.9 KB
29	91/0e41e9	1570777	PROCESS_RESULTS	COMPLETED	0	2025-07-24 13:17:11.261	2.3s	2.1s	211.5%	71.8 MB	4.2 GB	48.4 MB	5.6 KB
30	fd/218da0	1570974	BUILD_SUMMARY	COMPLETED	0	2025-07-24 13:17:13.640	2.8s	2.4s	161.0%	43.8 MB	4.2 GB	15.3 MB	358.3 KB
