task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
15	9d/b14d09	2284620	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:14:55.143	1.8s	621ms	91.9%	10.9 MB	48.2 MB	282 MB	3 KB
19	16/034ba7	2284683	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:14:55.845	1.2s	595ms	92.4%	11.9 MB	49.4 MB	280.2 MB	3.3 KB
20	b9/ac9d65	2285005	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:57.087	1.9s	1.7s	559.5%	187.6 MB	2.1 GB	208.7 KB	64.5 KB
21	d3/c63ef3	2285285	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:59.041	1.8s	1.6s	642.2%	188 MB	2.1 GB	205.8 KB	48.3 KB
22	e8/d4d969	2285484	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:15:00.908	2.1s	1.8s	564.5%	156.4 MB	2.1 GB	206.1 KB	48.8 KB
23	f7/c3cad9	2285685	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:15:02.993	1.7s	1.4s	634.4%	206.9 MB	2.1 GB	202.2 KB	29.7 KB
24	4d/f2b692	2285936	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:15:04.704	1.4s	1.1s	641.8%	5.7 MB	67.4 MB	202.8 KB	33.6 KB
9	a3/60aed0	2282078	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:14:33.387	40.8s	40.2s	1150.0%	9.3 GB	10.6 GB	560.3 MB	192.6 KB
25	d1/4a9497	2286291	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:15:14.280	1.9s	1.5s	239.7%	64.8 MB	4.2 GB	14.3 MB	5.2 KB
26	c1/784200	2286506	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:15:16.217	1s	710ms	71.9%	3 MB	20.3 MB	279.6 MB	3 KB
27	bb/c157e9	2286603	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:15:17.299	1.7s	1.5s	571.6%	186.1 MB	2.1 GB	202.2 KB	29.2 KB
28	2c/2f6f47	2286806	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-25 15:15:19.107	545ms	52ms	47.5%	3 MB	20.3 MB	374.7 KB	252.9 KB
29	63/29252a	2286902	PROCESS_RESULTS	COMPLETED	0	2025-07-25 15:15:19.746	2.9s	2.4s	165.8%	71.4 MB	4.2 GB	48.4 MB	5.6 KB
30	0c/cf7155	2287175	BUILD_SUMMARY	COMPLETED	0	2025-07-25 15:15:22.751	3.7s	2.7s	136.9%	74.9 MB	4.2 GB	15.3 MB	358.3 KB
