task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
17	fc/68fa3a	1511110	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:13.754	1.3s	623ms	89.7%	2.9 MB	20.3 MB	282 MB	4.9 KB
15	af/2f11a8	1510081	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:08.545	7.4s	7.1s	96.0%	242.2 MB	448.2 MB	208.7 KB	64.5 KB
18	61/5857d1	1511296	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:15.145	7.7s	7.3s	96.9%	235.8 MB	448 MB	206.1 KB	48.8 KB
9	84/92693f	1489576	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 12:59:50.927	6m 38s	6m 37s	99.6%	1.4 GB	1.6 GB	564.9 MB	181.5 KB
19	6c/de91a5	1516232	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:06:28.685	3.5s	2.5s	141.2%	67.6 MB	4.2 GB	14.3 MB	4.5 KB
20	b4/563c12	1516610	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:06:32.275	1.5s	621ms	88.2%	11.6 MB	48.2 MB	282 MB	3 KB
21	a3/2b358c	1516727	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:06:33.846	6.2s	6s	96.2%	242.5 MB	447.7 MB	202.2 KB	29.7 KB
7	e0/66ddfd	1489541	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 12:59:50.845	7m 3s	7m 3s	99.5%	1.4 GB	1.6 GB	561.4 MB	166.4 KB
22	f5/3386df	1517581	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:06:53.764	1.7s	1.3s	266.6%	67.9 MB	4.2 GB	14.3 MB	4.8 KB
23	74/dd448b	1517783	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:06:55.495	944ms	713ms	77.8%	2.9 MB	20.3 MB	280.2 MB	3.3 KB
24	38/dfd22e	1517871	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 13:06:56.504	4.1s	3.9s	96.6%	228.9 MB	447.7 MB	202.8 KB	33.6 KB
5	db/d83d32	1489516	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 12:59:50.767	7m 15s	7m 14s	99.4%	1.5 GB	1.7 GB	560.3 MB	192.6 KB
25	2d/248fac	1518281	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:07:05.477	1.5s	1.2s	292.4%	71.5 MB	4.2 GB	14.3 MB	5.2 KB
26	e6/6d7737	1518456	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:07:07.032	1.1s	597ms	93.3%	11.9 MB	49.4 MB	279.6 MB	3 KB
27	d2/4a7f27	1518571	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 13:07:08.143	5.9s	5.7s	97.0%	246.4 MB	447.7 MB	202.2 KB	29.2 KB
28	cf/4c4a42	1518959	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-24 13:07:14.162	345ms	28ms	25.8%	0	0	374.7 KB	252.9 KB
29	88/d25562	1519081	PROCESS_RESULTS	COMPLETED	0	2025-07-24 13:07:14.554	2.7s	2.5s	173.8%	71.5 MB	4.2 GB	48.4 MB	5.6 KB
30	b5/95c938	1519330	BUILD_SUMMARY	COMPLETED	0	2025-07-24 13:07:17.337	2.3s	2s	192.2%	54.5 MB	4.2 GB	15.3 MB	358.3 KB
